提拉	ti~la
干不干	gan~bu~gan
爱情	ai~qing
伤身	shang~shen
这只	zhe~zhi
早上好	zao~shang~hao
想呀	xiang~ya
锐	rui
盘她	pan~ta
小说	xiao~shuo
现实	xian~shi
人家	ren~jia
迷你	mi~ni
扣肉丸子	kou~rou~wan~zi
打架的	da~jia~de
别的	bie~de
又怎么米	you~zen~yao~mi
孙喜健	sun~xi~jian
倒戈相向	dao~ge~xiang~xiang
也最	ye~zui
年轻时	nian~qing~shi
面对的	mian~dui~de
打字	da~zi
医院	yi~yuan
有梦想	you~meng~xiang
不去	bu~qu
血浓于水	xie~nong~yu~shui
几轮儿了	ji~lun~er~le
顶上吧	ding~shang~ba
头发	tou~fa
输入	shu~ru
牛肉拉面	niu~rou~la~mian
捏	nie
你不	ni~bu
没躲过去	mei~duo~guo~qu
躲来躲去	duo~lai~duo~qu
还在	huan~zai
赶紧	gan~jin
心里	xin~li
我二十	wo~er~shi
答案	da~an
造景	zao~jing
咱们一会见	zan~men~yi~hui~jian
在哪	zai~na
水陆缸	shui~lu~gang
结婚	jie~hun
几个	ji~ge
战舰世界	zhan~jian~shi~jie
十八	shi~ba
身体	shen~ti
闪立站	shan~li~zhan
青龙石	qing~long~shi
公子	gong~zi
各系	ge~xi
不好意思	bu~hao~yi~si
也是	ye~shi
还要	huan~yao
过年后	guo~nian~hou
一	yi
明天把	ming~tian~ba
欢迎	huan~ying
德沃	de~wo
有点儿	you~dian~er
没什么	mei~shi~yao
困了	kun~le
好	hao
北京	bei~jing
爆棚	bao~peng
呀不	ya~bu
去了	qu~le
情况	qing~kuang
几天	ji~tian
不小了	bu~xiao~le
不然	bu~ran
孙	sun
你在	ni~zai
简短	jian~duan
好友	hao~you
反思	fan~si
手腕	shou~wan
清颜	qing~yan
梅姐	mei~jie
中药	zhong~yao
预算	yu~suan
艺考	yi~kao
三种	san~zhong
女朋友	nv~peng~you
乱跑	luan~pao
老板	lao~ban
发好	fa~hao
打个	da~ge
新年	xin~nian
到家	dao~jia
怎样	zen~yang
今年	jin~nian
终于	zhong~yu
听见了	ting~jian~le
哪个了	na~ge~le
嗯呐	嗯~ne
吃饭去了	chi~fan~qu~le
我舅	wo~jiu
全员	quan~yuan
幸福	xing~fu
生活	sheng~huo
尿	niao
哈哈哈哈哈	ha~ha~ha~ha~ha
残疾证	can~ji~zheng
模子	mo~zi
汇丰	hui~feng
各组	ge~zu
不管	bu~guan
被子	bei~zi
武当	wu~dang
李建	li~jian
摇一摇	yao~yi~yao
眼睛	yan~jing
而已	er~yi
肚脐	du~qi
一串	yi~chuan
生日了	sheng~ri~le
凝	ning
不适合	bu~shi~he
必须	bi~xu
好好好好	hao~hao~hao~hao
暴击	bao~ji
特别	te~bie
锁骨	suo~gu
说说	shuo~shuo
你咬我	ni~yao~wo
热火	re~huo
恢复	hui~fu
有时	you~shi
那样	na~yang
邝	kuang
陲	chui
包围	bao~wei
续命	xu~ming
声音	sheng~yin
杀人犯	sha~ren~fan
技监局	ji~jian~ju
及格	ji~ge
丢	diu
女孩	nv~hai
十佳	shi~jia
跑出来了	pao~chu~lai~le
机械性能	ji~xie~xing~neng
才是真正的	cai~shi~zhen~zheng~de
又没说	you~mei~shuo
都玩	du~wan
再见	zai~jian
妓院	ji~yuan
狐狸的	hu~li~de
对对	dui~dui
小学	xiao~xue
喜庆	xi~qing
鸟	niao
我陪	wo~pei
群友	qun~you
你有	ni~you
久久	jiu~jiu
直播	zhi~bo
显示	xian~shi
佳欣	jia~xin
大拿	da~na
确定	que~ding
辛苦	xin~ku
我老	wo~lao
窝里	wo~li
了解	le~jie
今晚	jin~wan
方便	fang~bian
一笑	yi~xiao
清楚	qing~chu
气得	qi~de
你在哪儿	ni~zai~na~er
活着	huo~zhao
该打	gai~da
恩呢	en~ni
帮忙	bang~mang
西柳	xi~liu
秃噜	tu~lu
二十	er~shi
安全	an~quan
下来	xia~lai
快手	kuai~shou
裤子	ku~zi
为啥	wei~sha
漠然	mo~ran
观后感	guan~hou~gan
绿	lv
曲折	qu~zhe
飘洋	piao~yang
貌不惊人	mao~bu~liang~ren
汉中	han~zhong
找到	zhao~dao
我有	wo~you
粉	fen
艾罗	ai~luo
一天	yi~tian
心得交流	xin~de~jiao~liu
哎呀	ai~ya
愿意	yuan~yi
手枪	shou~qiang
惠	hui
后悔	hou~hui
做完	zuo~wan
我妈	wo~ma
评论	ping~lun
京剧团	jing~ju~tuan
而是	er~shi
而且	er~qie
准	zhun
永远	yong~yuan
舌尖	she~jian
上午	shang~wu
利库路特	li~ku~lu~te
噔噔	deng~deng
古诗	gu~shi
孤岛	gu~dao
麻烦	ma~fan
理会	li~hui
干啥	gan~sha
大哥	da~ge
薄的	bo~de
乐姐	le~jie
军长	jun~chang
嫁人	jia~ren
后生	hou~sheng
商机	shang~ji
框	kuang
还是年	huan~shi~nian
熏	xun
图画	tu~hua
拉拉	la~la
地址	di~zhi
真好	zhen~hao
武当山	wu~dang~shan
情侣	qing~lv
年级	nian~ji
乙组	yi~zu
体恤	ti~xu
那儿	na~er
改制	gai~zhi
补课	bu~ke
无憾	wu~han
解毒	jie~du
鲛人	jiao~ren
后面	hou~mian
顿	dun
大侠	da~xia
庇佑	bi~you
占有	zhan~you
我也是	wo~ye~shi
城里了	cheng~li~le
帮我	bang~wo
粘膜	nian~mo
什么时候	shi~yao~shi~hou
留职倚天写	liu~zhi~yi~tian~xie
林一	lin~yi
理解	li~jie
到时候	dao~shi~hou
自负	zi~fu
讨厌	tao~yan
莫非	mo~fei
顾问	gu~wen
公路	gong~lu
点名	dian~ming
白白胖胖	bai~bai~pang~pang
睡着	shui~zhao
出了	chu~le
兄弟	xiong~di
睡了	shui~le
水分	shui~fen
开学	kai~xue
电影	dian~ying
打算	da~suan
颜色	yan~se
上课	shang~ke
支付	zhi~fu
赢过	ying~guo
寒武纪	han~wu~ji
刺激	ci~ji
虚伪	xu~wei
三斤	san~jin
改装	gai~zhuang
房子	fang~zi
底细	di~xi
腾讯	teng~xun
搜	sou
赛	sai
听课	ting~ke
泡澡	pao~zao
路由	lu~you
举重	ju~zhong
儿媳	er~xi
我省	wo~sheng
秃头	tu~tou
赶门	gan~men
房间	fang~jian
犊子	du~zi
原来	yuan~lai
结果	jie~guo
八大	ba~da
爷爷	ye~ye
我也想你	wo~ye~xiang~ni
伤心	shang~xin
烈火青春	lie~huo~qing~chun
垃圾	la~ji
之后	zhi~hou
小孩	xiao~hai
望月	wang~yue
墙头	qiang~tou
介绍	jie~shao
访问量	fang~wen~liang
比比家	bi~bi~jia
石磨	shi~mo
刘健	liu~jian
发货	fa~huo
已邮	yi~you
南京	nan~jing
赚	zhuan
早点休息吧	zao~dian~xiu~xi~ba
吴欣	wu~xin
寒假	han~jia
真实	zhen~shi
你又	ni~you
喇叭声	la~ba~sheng
谷歌	gu~ge
导航器	dao~hang~qi
匾联	bian~lian
状语	zhuang~yu
盈利	ying~li
现状	xian~zhuang
我就	wo~jiu
就加	jiu~jia
上海申花	shang~hai~shen~hua
上海	shang~hai
丧	sang
钱塘江	qian~tang~jiang
背景	bei~jing
圣母	sheng~mu
任务	ren~wu
江山好改	jiang~shan~hao~gai
血统	xie~tong
肖姐	xiao~jie
一梦	yi~meng
小路	xiao~lu
发现	fa~xian
丟	diu
单身	dan~shen
一兜	yi~dou
小心	xiao~xin
催	cui
才能	cai~neng
明年	ming~nian
多久	duo~jiu
知心爱人	zhi~xin~ai~ren
怎么样	zen~yao~yang
样子	yang~zi
下雨	xia~yu
屋里	wu~li
玩意	wan~yi
水客	shui~ke
康	kang
浸泡	jin~pao
解释	jie~shi
无恙	wu~yang
删去	shan~qu
流氓气	liu~mang~qi
飞机模型	fei~ji~mo~xing
照顾	zhao~gu
有人吗	you~ren~ma
全员加速中	quan~yuan~jia~su~zhong
气势恢宏	qi~shi~hui~hong
那边	na~bian
估计	gu~ji
制造厂	zhi~zao~chang
习惯	xi~guan
违章	wei~zhang
酸	suan
欺负	qi~fu
刮刮	gua~gua
低价格	di~jia~ge
充电	chong~dian
枕上	zhen~shang
小姐	xiao~jie
你走开	ni~zou~kai
你元	ni~yuan
率	lv
流量	liu~liang
给我啊	gei~wo~a
打开	da~kai
忧愁	you~chou
廉价	lian~jia
患者	huan~zhe
还上	huan~shang
等等	deng~deng
打不到	da~bu~dao
种树	zhong~shu
在哪里	zai~na~li
复习了	fu~xi~le
虫牙	chong~ya
斌	bin
元的	yuan~de
用不	yong~bu
关于	guan~yu
地壳	di~ke
博客	bo~ke
一休	yi~xiu
漫画	man~hua
廉洁	lian~jie
查理	cha~li
这种	zhe~zhong
也把	ye~ba
放心	fang~xin
沧海	cang~hai
容易	rong~yi
不瞒	bu~man
坐上	zuo~shang
挺好	ting~hao
琼	qiong
合适	he~shi
成绩	cheng~ji
提现	ti~xian
努力	nu~li
客气	ke~qi
抖音	dou~yin
单元	dan~yuan
他都	ta~du
旁边	pang~bian
那就	na~jiu
忙完了吗	mang~wan~le~ma
好污	hao~wu
左右	zuo~you
医院了	yi~yuan~le
肯	ken
珍重	zhen~zhong
门口	men~kou
璐璐	lu~lu
按键精灵	an~jian~jing~ling
知道了	zhi~dao~le
养育	yang~yu
突然	tu~ran
舒服	shu~fu
都有	du~you
注释	zhu~shi
若	ruo
坑	keng
个我	ge~wo
当然	dang~ran
月付	yue~fu
哇哇	wa~wa
扣字	kou~zi
空间	kong~jian
降价	jiang~jia
朵朵	duo~duo
正常	zheng~chang
勿念	wu~nian
我不	wo~bu
实物	shi~wu
没啦	mei~la
小区	xiao~qu
网游	wang~you
路上	lu~shang
链子	lian~zi
老舅	lao~jiu
不晕	bu~yun
轮廓	lun~kuo
高兴	gao~xing
都不理我	du~bu~li~wo
笑的	xiao~de
唐家	tang~jia
室外	shi~wai
是吧	shi~ba
轻伤	qing~shang
联合国	lian~he~guo
这边	zhe~bian
和你	he~ni
广告	guang~gao
惯的	guan~de
读书	du~shu
车震	che~zhen
怎么了	zen~yao~le
回应	hui~ying
粗	cu
抓	zhua
羡慕	xian~mu
你在干啥	ni~zai~gan~sha
你进	ni~jin
幕后	mu~hou
链接	lian~jie
及时	ji~shi
红色	hong~se
搞笑	gao~xiao
读者文摘	du~zhe~wen~zhai
到了	dao~le
簇	cu
比较	bi~jiao
找你	zhao~ni
像你	xiang~ni
想你	xiang~ni
收拾	shou~shi
牌牌	pai~pai
耐你	nai~ni
妹婿	mei~xu
救救	jiu~jiu
管理	guan~li
止步	zhi~bu
为了	wei~le
他说	ta~shuo
睡不着了	shui~bu~zhao~le
兰陵王	lan~ling~wang
化验	hua~yan
动静	dong~jing
昂	ang
师傅	shi~fu
颠覆	dian~fu
暗纹	an~wen
隐蔽	yin~bi
同性恋	tong~xing~lian
买者	mai~zhe
建立	jian~li
超市	chao~shi
消愁	xiao~chou
快钱	kuai~qian
活动	huo~dong
好不好	hao~bu~hao
早安	zao~an
寻	xun
我默默	wo~mo~mo
商河	shang~he
群里	qun~li
没收	mei~shou
黑色	hei~se
感谢	gan~xie
主要	zhu~yao
邀人	yao~ren
小的	xiao~de
下把	xia~ba
是一个	shi~yi~ge
前面	qian~mian
买了	mai~le
滤镜	lv~jing
礼物	li~wu
备注	bei~zhu
全部	quan~bu
红包的	hong~bao~de
莘庄	shen~zhuang
上次	shang~ci
那我	na~wo
机会	ji~hui
提亮	ti~liang
淘宝	tao~bao
礼物呢	li~wu~ni
好像是	hao~xiang~shi
恭喜	gong~xi
杜庄	du~zhuang
嘴快	zui~kuai
咱们	zan~men
鞋带	xie~dai
伤害	shang~hai
拿一个	na~yi~ge
每天都是	mei~tian~du~shi
旧的	jiu~de
儿童	er~tong
产	chan
一个人	yi~ge~ren
位置	wei~zhi
看漫画	kan~man~hua
换药	huan~yao
愤怒的	fen~nu~de
这名字	zhe~ming~zi
身份证	shen~fen~zheng
记录	ji~lu
计时	ji~shi
反恐精英	fan~kong~jing~ying
对了	dui~le
典故	dian~gu
我就睡呢	wo~jiu~shui~ni
脱衣舞	tuo~yi~wu
睡你的觉	shui~ni~de~jue
少女	shao~nv
啥时候	sha~shi~hou
你早些睡	ni~zao~xie~shui
万一	wan~yi
如何	ru~he
难道	nan~dao
那种	na~zhong
查询流量	cha~xun~liu~liang
吧我	ba~wo
险些	xian~xie
曲折萦纡	qu~zhe~ying~yu
母	mu
恒大	heng~da
夫妇进行曲	fu~fu~jin~xing~qu
第三遍	di~san~bian
倒是	dao~shi
心情愉快	xin~qing~yu~kuai
晚上好	wan~shang~hao
吐	tu
说明	shuo~ming
你把	ni~ba
进去	jin~qu
分钟	fen~zhong
费	fei
在干吗	zai~gan~ma
伟伟	wei~wei
收图	shou~tu
嫂子	sao~zi
美团外卖	mei~tuan~wai~mai
两天	liang~tian
快乐的生活	kuai~le~de~sheng~huo
阶梯式	jie~ti~shi
运动	yun~dong
光棍节	guang~gun~jie
刚恢复	gang~hui~fu
答应	da~ying
吃饭了	chi~fan~le
操作的	cao~zuo~de
阿姨	a~yi
冤家路窄	yuan~jia~lu~zhai
蔬莱	shu~lai
是啊	shi~a
生日快乐	sheng~ri~kuai~le
凉棚	liang~peng
简单	jian~dan
欢乐	huan~le
禹会	yu~hui
嫌弃	xian~qi
下次	xia~ci
往上	wang~shang
团	tuan
伞爹	san~die
近	jin
走了	zou~le
渭源	wei~yuan
忘了	wang~le
娃娃	wa~wa
天然气	tian~ran~qi
汤姆猫跑酷	tang~mu~mao~pao~ku
蕊	rui
面对死亡	mian~dui~si~wang
开心乐园	kai~xin~le~yuan
紧	jin
感情	gan~qing
尝尝	chang~chang
瘾了	yin~le
药	yao
宿舍	su~she
鞋子	xie~zi
施教	shi~jiao
姬存希	ji~cun~xi
鼓劲	gu~jing
三圣母	san~sheng~mu
男神	nan~shen
吗啡	ma~fei
滚滚	gun~gun
除了	chu~le
着急	zhao~ji
杨家将	yang~jia~jiang
师父	shi~fu
上啥	shang~sha
伦	lun
惠氏	hui~shi
后天	hou~tian
外包装	wai~bao~zhuang
态度额路	tai~du~e~lu
全都泡了	quan~du~pao~le
千里	qian~li
嬷嬷	ma~ma
两兜	liang~dou
极其额绿萼	ji~qi~e~lv~e
后来	hou~lai
恶爵	e~jue
五六点钟吧	wu~liu~dian~zhong~ba
送完就跑	song~wan~jiu~pao
你就	ni~jiu
活动取消	huo~dong~qu~xiao
公司	gong~si
各种体贴为	ge~zhong~ti~tie~wei
不能食用了	bu~neng~shi~yong~le
不但不赔	bu~dan~bu~pei
希望咱们	xi~wang~zan~men
贪婪	tan~lan
让我	rang~wo
年龄和素质	nian~ling~he~su~zhi
集市	ji~shi
对骑手的	dui~qi~shou~de
不见	bu~jian
中午悠悠	zhong~wu~you~you
遇见	yu~jian
仁和园	ren~he~yuan
怒	nu
年历	nian~li
每次	mei~ci
李杰	li~jie
进攻性	jin~gong~xing
要不要	yao~bu~yao
胥口镇	xu~kou~zhen
无辜	wu~gu
提摩西	ti~mo~xi
软	ruan
品	pin
看来	kan~lai
多种多样	duo~zhong~duo~yang
打扰	da~rao
一些	yi~xie
训	xun
西柳镇	xi~liu~zhen
叫我	jiao~wo
好听	hao~ting
海潮	hai~chao
摘	zhai
咱俩	zan~lia
我作出	wo~zuo~chu
你在不在啊	ni~zai~bu~zai~a
那你等我	na~ni~deng~wo
类似	lei~si
传输	chuan~shu
唱歌	chang~ge
下去	xia~qu
我发笑系	wo~fa~xiao~xi
实在	shi~zai
气球	qi~qiu
坡坡	po~po
那我到来	na~wo~dao~lai
等你	deng~ni
擦	ca
走呗	zou~bai
我道路	wo~dao~lu
女神	nv~shen
你沾	ni~zhan
来头条	lai~tou~tiao
记住	ji~zhu
不爱恋	bu~ai~lian
拜读	bai~du
怎莫	zen~mo
小们妻	xiao~men~qi
痞子	pi~zi
那是因为	na~shi~yin~wei
没戏	mei~xi
欢乐送	huan~le~song
好久	hao~jiu
抱歉	bao~qian
钟声	zhong~sheng
原因	yuan~yin
要一	yao~yi
天龙	tian~long
回去了	hui~qu~le
高速公路	gao~su~gong~lu
府邸	fu~di
剁了	duo~le
别家	bie~jia
微理	wei~li
流血	liu~xie
跟你	gen~ni
的人	de~ren
把我	ba~wo
影视	ying~shi
新年快乐	xin~nian~kuai~le
显摆	xian~bai
斯文	si~wen
史庄	shi~zhuang
十五	shi~wu
会打	hui~da
吃药	chi~yao
柴	chai
不了	bu~le
吧你	ba~ni
秩序	zhi~xu
我美	wo~mei
说了	shuo~le
男的	nan~de
林业	lin~ye
接受	jie~shou
看着	kan~zhao
经常	jing~chang
至今	zhi~jin
下面	xia~mian
我也不知道	wo~ye~bu~zhi~dao
玩笑	wan~xiao
十位	shi~wei
砂轮	sha~lun
可怜	ke~lian
和我	he~wo
行了	xing~le
打仗	da~zhang
现金	xian~jin
稍候	shao~hou
哪种	na~zhong
近来	jin~lai
截图	jie~tu
几回	ji~hui
干活	gan~huo
恶心	e~xin
真不是	zhen~bu~shi
已完成	yi~wan~cheng
佳茵	jia~yin
柴米油盐	chai~mi~you~yan
五姐	wu~jie
我没	wo~mei
为撒	wei~sa
水果	shui~guo
你校	ni~xiao
你猜	ni~cai
沫沫	mo~mo
咔嚓	ka~ca
回声	hui~sheng
好热	hao~re
挡着	dang~zhao
不吃	bu~chi
本命	ben~ming
中心	zhong~xin
英文	ying~wen
一次	yi~ci
妖神	yao~shen
哇操	wa~cao
适合	shi~he
扔	reng
勤工	qin~gong
拍照	pai~zhao
考虑	kao~lv
粉丝	fen~si
段正明	duan~zheng~ming
不让	bu~rang
证券	zheng~quan
睡睡	shui~shui
叔叔	shu~shu
三个	san~ge
女儿	nv~er
奴	nu
裤裤	ku~ku
回事	hui~shi
负担	fu~dan
二婶	er~shen
自由搭配	zi~you~da~pei
天津站	tian~jin~zhan
它说	ta~shuo
虽然	sui~ran
省了	sheng~le
上学	shang~xue
去单位	qu~dan~wei
去吧	qu~ba
华明镇	hua~ming~zhen
德行	de~xing
杨戬	yang~jian
回来了	hui~lai~le
跟我	gen~wo
月光之女	yue~guang~zhi~nv
微微	wei~wei
甜菊糖科技	tian~ju~tang~ke~ji
鼠标特效	shu~biao~te~xiao
首相	shou~xiang
身份	shen~fen
傻逼	sha~bi
日子	ri~zi
女儿墙	nv~er~qiang
冒昧	mao~mei
曾	ceng
足不出户	zu~bu~chu~hu
有钱	you~qian
无趣	wu~qu
始祖徽记	shi~zu~hui~ji
发了	fa~le
都又	du~you
婵	chan
相会	xiang~hui
你拿着	ni~na~zhao
梦起	meng~qi
门窗	men~chuang
烈	lie
九点	jiu~dian
关心	guan~xin
宠着	chong~zhao
苍	cang
白鹭	bai~lu
闹饥荒	nao~ji~huang
魁	kui
超级	chao~ji
厕所	ce~suo
有的	you~de
小小	xiao~xiao
小曼	xiao~man
你妈	ni~ma
非常	fei~chang
等会	deng~hui
到吗	dao~ma
姨姨	yi~yi
鑫鑫	xin~xin
小博	xiao~bo
我补	wo~bu
十一	shi~yi
破译密码	po~yi~mi~ma
帮人	bang~ren
想到	xiang~dao
乐乐	le~le
可可	ke~ke
不懂	bu~dong
不到	bu~dao
社会	she~hui
品汇性	pin~hui~xing
暖	nuan
录入她	lu~ru~ta
即使	ji~shi
换了	huan~le
雅芳	ya~fang
团圆两家亲	tuan~yuan~liang~jia~qin
秃秃秃头	tu~tu~tu~tou
凌鼎年	ling~ding~nian
经济咯斗鱼	jing~ji~ge~dou~yu
葫芦头	hu~lu~tou
不来	bu~lai
赵腕莹	zhao~wan~ying
窄	zhai
要求	yao~qiu
无语	wu~yu
桑	sang
亲戚	qin~qi
明明	ming~ming
既然	ji~ran
给她	gei~ta
儿研所	er~yan~suo
多了	duo~le
最后一页	zui~hou~yi~ye
我会	wo~hui
石平桥	shi~ping~qiao
经历	jing~li
教英语	jiao~ying~yu
花费	hua~fei
故事	gu~shi
冬寒抱冰	dong~han~bao~bing
原谅	yuan~liang
血压低	xie~ya~di
窝	wo
山体滑坡	shan~ti~hua~po
泡泡枪	pao~pao~qiang
麻包	ma~bao
离开	li~kai
块钱	kuai~qian
富光	fu~guang
穿越	chuan~yue
草坝	cao~ba
补水	bu~shui
补充液	bu~chong~ye
做饭	zuo~fan
也祝	ye~zhu
我也想你了	wo~ye~xiang~ni~le
万能	wan~neng
瓶颈	ping~jing
你们好啊	ni~men~hao~a
见证了	jian~zheng~le
哼哼	heng~heng
姑姑	gu~gu
芳菲	fang~fei
的了	de~le
这次	zhe~ci
油钱	you~qian
荧光	ying~guang
要不然	yao~bu~ran
亡灵	wang~ling
是在	shi~zai
梦泪	meng~lei
跨借	kua~jie
扛回	kang~hui
吃的	chi~de
一动	yi~dong
信号	xin~hao
玩游戏	wan~you~xi
让你	rang~ni
哪有	na~you
就要	jiu~yao
解决	jie~jue
姐妹	jie~mei
账号	zhang~hao
心疼	xin~teng
袜子	wa~zi
肉搏	rou~bo
囊个	nang~ge
科珀	ke~po
教资	jiao~zi
诶	ai
都不理你	du~bu~li~ni
地面站	di~mian~zhan
白天	bai~tian
我发誓	wo~fa~shi
卫衣	wei~yi
偷马贼	tou~ma~zei
事啦	shi~la
签到	qian~dao
你要	ni~yao
能不能	neng~bu~neng
两地	liang~di
挎	ku
还行	huan~xing
搞	gao
扶	fu
第三	di~san
怎么办	zen~yao~ban
以上	yi~shang
可惜	ke~xi
减脂	jian~zhi
话费	hua~fei
姑娘	gu~niang
飞城	fei~cheng
达人	da~ren
成功	cheng~gong
不理她	bu~li~ta
熬夜	ao~ye
榆树	yu~shu
性质	xing~zhi
配载	pei~zai
买的	mai~de
奎	kui
待着了	dai~zhao~le
打完了	da~wan~le
不给	bu~gei
拨打	bo~da
走马	zou~ma
又没钱了	you~mei~qian~le
提前	ti~qian
历史	li~shi
里有	li~you
教师	jiao~shi
脚垫	jiao~dian
换号	huan~hao
害怕	hai~pa
大猪	da~zhu
直飞	zhi~fei
实木	shi~mu
十堰市	shi~yan~shi
十多个	shi~duo~ge
圈名	quan~ming
你还	ni~huan
蜜蜜	mi~mi
么么哒	yao~yao~da
论	lun
栗子	li~zi
会更好	hui~geng~hao
大概	da~gai
挣钱	zheng~qian
渣渣	zha~zha
脏	zang
新宇	xin~yu
问你	wen~ni
三边	san~bian
娇子	jiao~zi
好似	hao~si
服务	fu~wu
边路	bian~lu
壁纸	bi~zhi
在吃	zai~chi
优级	you~ji
选择	xuan~ze
实话	shi~hua
啥意思	sha~yi~si
去年	qu~nian
请问一下	qing~wen~yi~xia
年轻	nian~qing
鸣叫	ming~jiao
略	lve
李成	li~cheng
姐夫	jie~fu
家人	jia~ren
化妆	hua~zhuang
芬芳	fen~fang
蛋糕	dan~gao
把人	ba~ren
最好	zui~hao
远哥	yuan~ge
有话	you~hua
友谊	you~yi
意见	yi~jian
天下	tian~xia
没完事	mei~wan~shi
灵活	ling~huo
回家充	hui~jia~chong
春节	chun~jie
床上	chuang~shang
厕所里	ce~suo~li
把他	ba~ta
啊呀	a~ya
猪蹄	zhu~ti
真心	zhen~xin
银川	yin~chuan
写了	xie~le
人生	ren~sheng
亲爱的	qin~ai~de
聊得	liao~de
啦啦	la~la
就骂	jiu~ma
大纲	da~gang
眼看	yan~kan
微笑	wei~xiao
情人节	qing~ren~jie
美丽	mei~li
拒绝	ju~jue
教你	jiao~ni
古董	gu~dong
村子	cun~zi
粥	zhou
延安	yan~an
薰香	xun~xiang
是你	shi~ni
咳咳	ke~ke
康复路	kang~fu~lu
决定	jue~ding
就剩一个了	jiu~sheng~yi~ge~le
价格	jia~ge
父	fu
担	dan
抱希望	bao~xi~wang
邀请	yao~qing
醒了	xing~le
替涡街	ti~wo~jie
绒花	rong~hua
买壳	mai~ke
礼拜六	li~bai~liu
否	fou
定亲	ding~qin
吃饭去	chi~fan~qu
总决赛	zong~jue~sai
政府网	zheng~fu~wang
笑笑	xiao~xiao
卧底归来	wo~di~gui~lai
了结	le~jie
就好	jiu~hao
对啊	dui~a
的时候	de~shi~hou
不可能	bu~ke~neng
孕	yun
遇到	yu~dao
要点	yao~dian
摇摇	yao~yao
署名用户	shu~ming~yong~hu
片子	pian~zi
暖流	nuan~liu
明星	ming~xing
何以笙箫默	he~yi~sheng~xiao~mo
隔离带	ge~li~dai
搭伙	da~huo
阿雅	a~ya
术科	zhu~ke
骗人	pian~ren
耨	nou
每个	mei~ge
凉拌鸡	liang~ban~ji
机器	ji~qi
房	fang
耳机	er~ji
贼	zei
许凯	xu~kai
写作	xie~zuo
像是	xiang~shi
诗篇	shi~pian
苹果	ping~guo
片刻暖和	pian~ke~nuan~he
你才	ni~cai
哪吒	na~zha
理我	li~wo
罕达罕河	han~da~han~he
拔出	ba~chu
安排	an~pai
忠爱	zhong~ai
质的	zhi~de
怎麽	zen~mo
外省	wai~sheng
是来	shi~lai
那麽	na~mo
老大	lao~da
给你哦	gei~ni~e
二区	er~qu
嗯哼	嗯~heng
都要男	du~yao~nan
单双	dan~shuang
陈陈	chen~chen
表情	biao~qing
支持	zhi~chi
这会	zhe~hui
无所谓	wu~suo~wei
套装	tao~zhuang
试用	shi~yong
清新	qing~xin
恰	qia
汽车	qi~che
老家	lao~jia
恐龙危机	kong~long~wei~ji
卡通下载	qia~tong~xia~zai
会员	hui~yuan
怪物资料	guai~wu~zi~liao
资历	zi~li
因素	yin~su
无味	wu~wei
舒畅	shu~chang
脾气	pi~qi
你猪	ni~zhu
了吧	le~ba
来的	lai~de
工伤	gong~shang
肝功	gan~gong
东雪	dong~xue
第一次	di~yi~ci
地球科学	di~qiu~ke~xue
不想说了	bu~xiang~shuo~le
不怕	bu~pa
遗嘱	yi~zhu
洗涤	xi~di
我该	wo~gai
我恩	wo~en
投影仪	tou~ying~yi
孙恬心	sun~tian~xin
四中	si~zhong
上来	shang~lai
啥时	sha~shi
情景	qing~jing
皮肤	pi~fu
盆	pen
戒指	jie~zhi
健康	jian~kang
发个	fa~ge
大话	da~hua
仓	cang
爱新觉罗	ai~xin~jue~luo
玄烨	xuan~ye
小乔	xiao~qiao
小芳	xiao~fang
夏家	xia~jia
味的	wei~de
铜陵	tong~ling
通辽市	tong~liao~shi
是哒	shi~da
奶娘	nai~niang
没钱	mei~qian
叫你	jiao~ni
荷包	he~bao
坐着	zuo~zhao
一起啊	yi~qi~a
鑫丰	xin~feng
太后	tai~hou
他家	ta~jia
爽歪歪	shuang~wai~wai
前半生	qian~ban~sheng
名句	ming~ju
没住	mei~zhu
军医	jun~yi
鸡蛋	ji~dan
荷塘	he~tang
大姐	da~jie
不割	bu~ge
棒棒	bang~bang
有些	you~xie
严重	yan~zhong
武侠	wu~xia
我给你	wo~gei~ni
满意	man~yi
可不可以	ke~bu~ke~yi
胶皮	xiao~pi
加倍	jia~bei
公馆	gong~guan
敌军	di~jun
从来	cong~lai
处理	chu~li
支付宝	zhi~fu~bao
一切	yi~qie
谢谢了	xie~xie~le
小游戏	xiao~you~xi
网络	wang~luo
清欢	qing~huan
计	ji
猴王	hou~wang
更新	geng~xin
发生	fa~sheng
毕竟	bi~jing
暴走	bao~zou
真淘	zhen~tao
找我	zhao~wo
我上半	wo~shang~ban
袜袜	wa~wa
思考一下	si~kao~yi~xia
你妞	ni~niu
你那	ni~na
盲目	mang~mu
教室	jiao~shi
高迪	gao~di
垫子	dian~zi
到那里	dao~na~li
错了	cuo~le
穿点	chuan~dian
成人	cheng~ren
不一样	bu~yi~yang
本人	ben~ren
馨悦	xin~yue
晚点	wan~dian
请问	qing~wen
麻将	ma~jiang
款项	kuan~xiang
康乃馨	kang~nai~xin
货到付款	huo~dao~fu~kuan
还好	huan~hao
对面	dui~mian
第一季	di~yi~ji
资料	zi~liao
站队	zhan~dui
意义	yi~yi
呀呀	ya~ya
谢谢你	xie~xie~ni
我想要	wo~xiang~yao
玩完	wan~wan
手机号	shou~ji~hao
身上	shen~shang
